LAJI;pohj_etrs;ita_etrs;VAKAV_A;VV
MA;6682680.552;25499932.33;1;2007
MA;6678455.257;25505832.55;1;2007
MA;6672228.676;25492219.48;1;2007
JK;6672906.542;25496460.9;2;2007
MA;6679737.893;25503016.67;1;2007
MA;6672064.702;25495990.05;1;2007
MA;6672065.36;25494029.67;1;2007
MA;6683043.57;25501739.61;1;2007
MA;6675941.148;25497930.05;1;2007
MA;6679925.73;25496305.23;1;2007
MA;6672636.647;25494884.97;1;2007
PP;6671058.476;25493362.69;1;2007
MA;6674908.731;25498798.92;1;2007
MP;6674585.025;25495777.61;2;2007
JK;6683333.731;25503784.29;1;2007
PP;6678268.796;25497369.16;2;2007
MA;6674132.205;25497808.74;1;2007
PP;6672437.866;25498563.56;2;2007
MA;6679424.975;25497942.55;2;2007
MP;6680445.945;25501351.03;1;2007
MA;6681199.477;25502935.34;1;2007
PP;6675179.221;25497851.06;1;2007
MA;6684673.072;25503862.76;1;2007
MA;6676645.022;25493319.52;1;2007
MA;6672768.596;25497126.54;1;2007
MA;6672390.301;25495605.93;1;2007
MA;6675561.646;25501819.29;1;2007
MA;6675518.909;25496148.59;1;2007
MA;6674907.278;25498288.61;2;2007
MA;6675862.774;25494518.04;1;2007
PP;6674880.184;25492605.47;1;2007
MA;6674669.736;25495336.73;1;2007
MA;6676409.956;25496955.17;1;2007
MA;6677929.609;25493540.77;1;2007
MA;6672885.725;25496830.79;1;2007
MP;6680995.744;25492220.99;2;2007
PP;6674703.535;25498169.69;1;2007
MA;6671555.329;25493610.82;1;2007
PP;6680797.964;25498867.61;2;2007
MA;6675195.977;25497380.23;1;2007
MA;6681021.675;25501328.58;1;2007
MP;6682109.835;25504608.96;2;2007
MA;6679552.781;25506847.04;2;2007
PP;6677269.063;25505788.44;1;2007
MP;6677285.363;25505764.93;1;2007
MA;6677060.411;25493124.81;1;2007
MA;6683520.915;25499561.6;1;2007
MA;6672266.267;25495640.71;1;2007
MA;6675318.01;25497873.88;1;2007
MA;6679697.811;25503113.96;1;2007
MP;6672857.95;25496046.08;1;2007
MA;6679238.488;25504302.72;1;2007
PP;6678075.055;25505042.49;2;2007
MA;6680054.993;25492349.57;1;2007
MA;6672466.548;25496438.2;1;2007
JK;6680550.522;25506088.27;1;2007
MA;6672402.514;25495216.29;1;2007
JK;6672821.955;25496377.4;2;2007
MA;6673186.81;25496958.76;1;2007
MA;6675422.04;25501175.06;2;2007
MA;6674732.146;25495348.85;1;2007
MA;6672273.663;25495290.24;2;2007
PP;6682303.778;25499651.54;2;2007
MA;6677333.257;25503679.98;1;2007
MA;6672194.518;25496311.35;1;2007
MA;6671446.004;25497236.65;1;2007
MA;6673670.789;25497838.73;1;2007
MA;6672624.789;25496145.21;1;2007
MA;6672715.554;25496465.68;1;2007
MA;6683899.182;25501706.66;2;2007
MA;6675165.951;25497842.46;1;2007
MA;6672987.483;25497745.35;1;2007
PP;6677121.073;25496480.3;2;2007
MA;6672111.509;25496081.7;1;2007
MA;6675604.491;25498807.86;1;2007
MP;6680498.952;25494978.94;2;2007
MA;6674329.202;25495987.5;1;2007
MA;6678408.108;25504607.09;2;2007
JK;6680131.365;25500613.04;2;2007
MA;6672410.285;25496728.11;1;2007
MA;6673092.049;25496209.11;1;2007
MA;6673402.136;25495709.37;1;2007
MA;6675721.2;25494700.45;1;2007
JK;6672569.049;25495626.53;2;2007
MA;6672530.495;25497293.86;1;2007
MA;6673619.77;25497872.29;2;2007
MA;6681037.117;25495896.28;1;2007
MA;6677575.249;25497367.17;1;2007
MA;6683515.825;25499558.75;1;2007
MP;6675962.961;25497824.31;2;2007
MA;6674131.52;25495771.33;1;2007
PP;6674506.863;25495311.65;2;2007
MP;6675308.135;25497184.69;2;2007
MA;6673038.744;25497752.8;1;2007
MA;6680472.857;25504912.77;1;2007
MP;6678279.006;25497375.86;1;2007
MA;6675879.284;25496846.16;1;2007
MA;6674601.378;25497341.2;1;2007
MA;6679875.322;25500023.37;1;2007
JK;6670923.236;25495340.15;2;2007
MA;6674526.097;25496210.69;1;2007
JK;6673018.819;25496566.57;1;2007
MA;6673470.986;25497453.5;1;2007
MA;6682201.102;25503460.37;3;2007
MA;6679587.14;25503556.63;1;2007
MA;6673790.865;25496120.89;1;2007
MA;6673823.162;25496096.89;1;2007
MA;6681052.475;25502806.7;2;2007
MP;6671990.363;25495286.82;1;2007
MA;6673187.261;25497370.04;1;2007
MP;6675798.486;25494443.94;2;2007
PP;6672734.728;25496768.31;1;2007
MP;6671928.724;25496687.66;1;2007
MP;6673357.091;25494949.21;2;2007
JK;6681175.056;25493646.54;2;2007
MA;6682580.19;25500582.83;1;2007
MA;6673383.196;25496339.38;2;2007
MA;6671382.495;25497815.98;1;2007
MA;6680067.138;25492057;1;2007
MA;6672728.628;25497888.28;1;2007
MA;6672509.504;25496865.2;1;2007
MA;6675890.92;25493960.8;1;2007
MA;6673120.53;25495993.09;1;2007
MA;6672788.68;25497426.14;1;2007
MA;6674722.416;25496480.94;1;2007
MA;6672526.769;25497203.91;1;2007
MA;6672341.686;25497403.66;1;2007
MA;6672387.72;25496082.34;1;2007
MA;6672535.524;25497294.71;1;2007
MA;6675656.596;25501881.46;1;2007
MA;6671753.029;25497164.31;1;2007
MA;6680048.057;25504467.32;1;2007
MA;6676682.935;25508506.17;1;2007
MA;6675165.679;25497800.44;1;2007
MA;6677260.912;25505750.66;2;2007
MA;6680258.625;25496129.02;1;2007
PP;6680261.652;25493224.92;2;2007
MA;6681152.818;25495883.76;1;2007
MA;6673268.13;25496372.89;1;2007
PP;6674187.116;25495327.34;2;2007
MA;6674734.654;25496884.85;1;2007
MA;6673000.527;25495863.64;1;2007
MA;6681001.254;25501282.16;1;2007
MP;6674694.157;25494920.71;1;2007
MA;6673663.28;25497227.52;1;2007
MP;6684464.876;25502706.24;1;2007
MA;6675947.179;25496444.83;1;2007
MA;6679029.69;25501177.81;1;2007
MP;6677747.914;25498804.95;1;2007
MP;6681119.009;25500611.12;2;2007
MA;6673202.138;25497167.44;1;2007
MA;6673707.671;25496149.43;1;2007
MA;6673670.532;25495683.23;1;2007
MA;6679596.539;25500796.37;1;2007
MA;6682126.689;25493612.68;1;2007
MP;6680270.754;25494350.42;2;2007
MA;6674094.216;25497380.59;1;2007
MA;6678258.326;25494217.29;1;2007
PP;6678098.228;25497684.55;2;2007
MA;6683237.221;25501426.52;1;2007
MA;6674154.928;25497732.99;1;2007
MA;6678752.053;25497069.32;1;2007
MA;6679842.671;25494654.6;1;2007
MA;6674183.77;25497760.14;2;2007
MA;6678257.991;25499356.89;1;2007
PP;6679447.664;25497634.64;2;2007
PP;6679718.232;25496524.67;1;2007
MA;6673723.854;25495626.57;1;2007
MA;6675366.833;25503382.31;1;2007
MA;6673311.398;25495885.24;1;2007
MA;6673091.529;25496819.55;1;2007
PP;6674701.391;25496447.55;2;2007
MA;6680520.825;25494908.23;2;2007
MA;6673269.908;25497521.64;1;2007
MA;6672280.264;25495640.29;1;2007
PP;6674592.407;25498035.96;2;2007
MA;6672898.446;25497283.72;1;2007
MA;6674057.527;25497259.61;1;2007
JK;6671086.865;25495456.28;1;2007
MA;6675997.108;25493535.29;2;2007
MA;6684349.882;25501884.13;1;2007
MA;6678491.08;25502391.99;1;2007
MP;6681262.47;25498807.49;2;2007
JK;6679815.381;25498541.14;1;2007
MA;6675371.579;25495810.81;1;2007
MA;6674371.244;25497870.54;1;2007
MA;6682889.167;25504634.37;1;2007
JK;6675737.549;25501712.89;3;2007
MA;6672857.127;25496679.55;1;2007
PP;6672387.232;25496495.64;2;2007
MA;6672289.99;25495597.96;1;2007
MA;6671280.634;25493594.13;1;2007
MA;6672992.739;25496035.99;1;2007
MA;6673004.192;25495918.56;1;2007
MA;6679480.529;25504001.17;1;2007
JK;6676142.226;25496012.62;1;2007
MA;6675803.058;25496972.56;1;2007
MA;6677238.192;25494401.31;2;2007
MA;6673408.069;25496334.63;1;2007
PP;6677940.787;25493282.26;2;2007
PP;6676665.718;25496941.41;2;2007
MA;6672216.062;25496031.5;1;2007
MA;6675750.827;25497032.18;1;2007
MA;6672875.738;25495609.24;1;2007
MA;6672788.878;25495681.92;1;2007
MA;6671763.237;25492281.62;2;2007
JK;6673095.193;25496973.55;2;2007
MA;6680967.742;25496182.58;1;2007
MA;6678377.534;25492933.79;1;2007
MA;6673986.491;25495839.77;1;2007
MA;6682491.909;25497176.1;1;2007
MA;6675361.184;25497218.11;2;2007
MA;6675605.617;25496368.12;1;2007
MA;6670912.602;25495352.48;1;2007
MA;6672703.731;25497231.58;1;2007
MA;6675889.22;25497471.3;2;2007
MA;6673997.64;25495778.39;1;2007
MA;6679997.97;25500669.12;1;2007
MA;6672787.862;25497465.19;1;2007
MA;6679079.598;25498367.31;1;2007
MA;6680955.43;25500001.64;1;2007
MA;6677092.22;25506689.45;1;2007
MA;6678020.994;25502466.28;1;2007
MP;6680522.88;25505077.38;2;2007
MA;6672371.775;25497042.49;1;2007
MA;6672919.044;25497600.32;1;2007
MA;6674054.234;25495730.64;1;2007
MA;6682374.303;25497455.86;1;2007
MA;6671973.36;25493205.89;1;2007
MA;6671875.246;25497036.52;1;2007
MA;6672573.673;25496770.19;1;2007
MA;6673597.809;25497246.52;1;2007
MA;6672413.054;25498504.27;1;2007
MA;6672896.941;25496143.97;1;2007
PP;6675266.99;25497775.35;2;2007
MA;6674587.015;25498023.12;1;2007
MA;6673069.782;25496167.75;1;2007
MA;6675555.113;25496253.56;1;2007
MA;6673472.835;25497382.4;1;2007
MA;6672918.832;25497593.32;1;2007
MA;6673877.453;25496006.19;1;2007
JK;6675389.001;25495163.84;2;2007
MA;6681808.582;25499887.71;2;2007
PP;6672644.92;25497833.78;2;2007
MA;6679830.056;25496582.32;1;2007
MA;6675184.281;25498018.03;1;2007
MA;6674267.662;25497424.36;1;2007
MA;6675204.61;25497863.3;2;2007
MA;6674543.49;25495496.67;2;2007
MA;6678091.63;25505820.55;1;2007
MA;6672415.103;25496556.84;2;2007
MA;6672974.108;25495949.5;1;2007
MA;6682336.325;25500163.92;1;2007
MA;6683492.913;25503885.54;1;2007
MA;6673268.643;25496654.07;1;2007
MA;6681890.16;25497132.3;1;2007
MP;6682101.801;25500317.13;2;2007
MA;6675903.096;25497929.2;2;2007
MA;6671676.78;25496629.24;1;2007
MA;6672431.857;25496581.35;1;2007
MA;6680613.829;25504842.45;2;2007
MA;6678828.136;25498291.87;1;2007
MA;6672434.503;25495611.6;1;2007
MA;6679806.764;25494064.28;1;2007
MA;6678139.283;25504685.29;1;2007
MA;6671220.526;25493691.01;1;2007
MA;6681319.477;25502503.39;1;2007
MA;6671684.897;25496798.11;1;2007
MA;6678627.102;25495753.18;1;2007
MA;6672580.517;25497062.19;1;2007
JK;6675389.061;25495033.74;2;2007
MA;6680736.203;25502574.11;1;2007
MA;6672060.246;25493497.46;1;2007
MA;6673542.499;25495685.1;1;2007
MA;6672773.291;25497281.51;1;2007
MA;6672789.043;25497504.18;1;2007
MA;6673041.753;25496629.92;1;2007
MA;6681259.058;25501962.84;2;2007
MA;6672855.406;25496061.17;1;2007
MA;6685859.417;25501668.23;1;2007
MA;6675346.7;25497896.03;1;2007
MA;6673471.23;25497362.43;1;2007
PP;6680986.22;25495933.85;2;2007
MA;6676967.329;25502601.29;1;2007
MA;6679016.322;25504599.67;3;2007
MA;6672294.211;25497488.15;1;2007
MA;6678008.494;25498487.83;2;2007
MA;6675375.034;25495165.26;1;2007
MA;6675379.094;25495068.07;1;2007
MA;6675364.885;25495193.59;1;2007
MA;6675942.114;25501759.73;1;2007
MA;6680758.96;25492992.69;1;2007
MP;6677371.405;25505136.87;2;2007
MA;6681104.236;25496888.94;1;2007
JK;6673346.095;25494751.4;2;2007
MA;6674934.313;25495514.85;1;2007
JK;6672779.302;25495993.42;2;2007
MA;6678017.126;25504716.01;1;2007
MA;6676620.208;25492566.76;2;2007
MA;6678355.397;25505707.48;1;2007
MA;6672783.827;25498025.71;1;2007
PP;6684693.009;25499867.3;2;2007
MA;6684664.634;25500482.6;1;2007
PP;6679197.13;25496137.18;2;2007
MA;6679406.333;25504128.51;2;2007
MA;6674891.764;25498932.53;1;2007
MP;6682800.48;25498970.01;2;2007
MP;6680274.6;25502697.19;2;2007
MA;6682560.613;25503864.77;1;2007
MA;6672328.475;25494754.21;1;2007
MA;6685515.338;25501739.71;2;2007
MP;6681042.883;25498958.25;2;2007
MP;6680475.896;25494977.64;2;2007
JK;6677337.531;25504679.57;2;2007
PP;6681253.039;25495855.71;2;2007
MP;6680932.457;25499408.92;2;2007
MA;6671870.535;25493180.99;2;2007
PP;6681270.056;25501962.5;1;2007
MA;6673144.024;25497792.64;1;2007
JK;6676123.474;25493181.22;2;2007
MA;6672481.303;25496396.73;1;2007
MA;6672929.234;25496483.23;1;2007
MA;6675760.09;25501565.1;1;2007
MA;6681141.933;25499815.86;1;2007
MA;6678244.778;25498755.87;2;2007
PP;6678473.928;25496543.37;2;2007
MA;6682344.762;25501069.31;1;2007
MA;6681718.239;25499977.51;1;2007
MA;6676680.321;25496960.99;1;2007
MA;6676564.255;25496961.5;1;2007
MA;6672218.648;25492185.76;1;2007
MA;6675721.583;25501714.37;1;2007
MA;6675054.036;25498012.97;1;2007
MA;6675335.084;25502532.66;2;2007
MA;6673975.825;25496049.24;1;2007
MA;6677433.604;25504877.8;1;2007
PP;6675452.864;25495785.33;2;2007
MP;6674461.5;25497381.47;1;2007
MA;6674248.614;25496002.95;2;2007
MA;6672373.743;25497107.48;1;2007
MA;6682829.006;25503409.31;1;2007
MA;6675062.641;25497603.42;1;2007
PP;6675923.701;25493655.6;1;2007
MA;6671856.522;25497145.16;1;2007
MA;6679537.571;25506840.5;1;2007
MA;6680056.553;25505771;1;2007
MP;6671947.878;25496130.69;2;2007
MA;6672782.729;25495611.05;1;2007
JK;6676070.607;25494573.79;2;2007
MA;6680120.249;25492191.49;2;2007
PP;6674433.834;25491943.53;2;2007
PP;6678913.798;25491972.88;1;2007
MA;6672437.999;25497378.72;1;2007
MA;6678460.403;25499431.81;1;2007
MA;6682191.729;25500774.74;1;2007
MA;6680116.528;25504448.23;1;2007
MA;6673415.234;25502153.52;1;2007
PP;6679791.169;25501241.79;2;2007
MA;6671150.27;25493618.09;1;2007
MA;6677259.31;25494470.72;1;2007
MA;6680964.438;25500859.98;1;2007
JK;6672485.273;25496230.49;1;2007
MA;6672473.27;25496825.27;2;2007
MA;6672575.956;25495623.32;1;2007
MA;6672761.054;25496910.62;1;2007
MA;6671812.145;25494028.34;1;2007
PP;6680382.532;25493086.16;2;2007
MA;6681026.388;25493297.8;1;2007
MA;6673442.002;25496298.57;2;2007
MA;6672677.782;25495615.23;1;2007
JK;6674188.358;25495335.31;2;2007
MA;6676614.635;25494199.05;1;2007
MA;6672231.267;25496401.3;1;2007
MA;6672109.938;25495732.51;1;2007
PP;6682945.43;25499592.06;2;2007
MA;6675693.74;25501687.2;1;2007
MA;6679822.307;25507122.08;1;2007
MA;6672591.421;25497356.06;1;2007
JK;6680969.352;25494156.12;2;2007
MA;6675389.669;25494492.35;1;2007
MA;6672538.583;25497362.67;1;2007
MA;6672808.617;25497192.37;1;2007
MP;6679720.303;25504318.14;2;2007
JK;6675042.47;25495484.55;2;2007
MA;6671327.862;25496177.49;1;2007
MA;6675748.279;25498665.41;1;2007
MP;6673357.056;25495542.62;2;2007
MA;6680701.739;25501173.16;1;2007
MA;6685731.867;25501653.09;1;2007
MA;6673444.244;25496306.51;1;2007
MA;6675007.721;25495493.61;1;2007
MA;6673240.87;25495572.16;1;2007
PP;6673753.816;25495690.71;2;2007
MA;6675400.03;25494504.04;2;2007
MA;6680997.641;25495914.49;1;2007
PP;6677918.933;25504778.03;1;2007
MA;6677851.544;25502488.43;1;2007
MA;6673340.842;25496361.68;1;2007
MA;6673159.158;25495880.85;1;2007
MA;6675046.43;25498323.42;2;2007
PP;6679705.569;25493432.91;2;2007
MA;6673225.741;25496955.58;1;2007
MA;6673007.493;25496060.56;1;2007
MP;6678463.766;25494458.23;2;2007
MA;6679719.207;25500452.41;1;2007
MA;6674217.308;25497777.14;1;2007
PP;6674468.502;25496456.61;2;2007
MA;6679510.536;25494954.87;2;2007
MA;6675053.257;25495312.1;1;2007
MA;6672293.916;25496751.65;1;2007
MA;6674976.447;25497896.24;1;2007
MA;6671098.921;25493343.45;1;2007
MA;6675214.699;25497832.98;1;2007
MA;6674395.733;25495904.43;1;2007
MA;6681734.026;25500135.15;1;2007
MA;6672148.944;25497020.22;1;2007
MA;6674581.511;25495760.7;1;2007
MA;6675212.736;25495357.31;1;2007
MA;6671393.067;25495621.13;1;2007
MA;6676775.181;25498109.92;1;2007
MA;6672226.059;25493256.28;1;2007
MA;6675205.062;25498802.95;1;2007
MA;6672475.882;25496217.77;1;2007
MA;6674101.587;25495774.24;1;2007
MA;6680553.246;25505881.04;2;2007
MA;6671324.038;25496678.95;1;2007
MA;6672065.063;25493491.31;1;2007
MA;6674131.451;25497255.37;1;2007
MA;6674601.9;25495872.16;1;2007
MA;6677417.788;25504322.88;1;2007
MA;6675639.306;25496423.13;2;2007
MA;6675877.105;25494099.32;1;2007
MA;6673371.162;25497164.32;1;2007
MA;6673165.582;25495795.59;1;2007
MA;6672390.457;25495148.61;1;2007
MA;6676885.362;25494216.87;1;2007
PP;6676308.917;25495965.54;2;2007
MP;6677907.088;25497849.46;2;2007
MA;6672532.464;25497292.8;1;2007
MA;6674015.695;25496044.03;1;2007
MA;6686071.026;25501089.41;1;2007
MA;6674548.762;25495505.51;1;2007
MA;6673682.167;25495439.71;1;2007
MA;6673031.851;25496104.86;1;2007
MA;6673285.551;25496386.37;1;2007
PP;6681241.314;25491475.03;2;2007
MA;6675189.581;25498424.15;2;2007
MA;6677335.046;25504168.27;1;2007
JK;6674091.005;25497241.59;2;2007
JK;6676861.228;25501907;2;2007
MA;6674921.457;25498294.18;1;2007
JK;6673186.689;25496954.76;2;2007
MA;6672761.445;25497286.87;1;2007
MA;6672788.527;25497553.23;1;2007
MA;6673150.787;25496958.85;1;2007
MA;6674409.696;25496827.65;1;2007
MA;6676912.523;25503368.49;1;2007
MA;6672433.984;25496023.9;1;2007
MA;6671679.081;25496738.25;1;2007
PP;6683531.872;25499064.92;2;2007
MA;6680195.134;25494331.7;1;2007
MA;6673052.295;25496779.71;1;2007
MA;6672722.401;25496460.47;1;2007
MA;6676703.826;25493212.67;1;2007
PP;6672305.97;25497116.54;1;2007
MA;6679375.279;25504226.52;1;2007
PP;6684552.48;25502031.1;1;2007
MP;6673060.478;25496521.28;1;2007
MP;6674023.351;25497584.87;2;2007
MA;6671512.693;25496729.28;1;2007
MA;6681070.212;25496756.88;1;2007
MA;6680820.154;25502471.5;1;2007
MA;6676404.622;25493509.94;1;2007
MA;6675493.822;25496971.92;1;2007
PP;6679100.188;25500928.5;2;2007
MA;6676967.637;25506574.14;1;2007
MA;6677288.756;25494187.63;1;2007
MA;6672861.914;25496672.4;1;2007
MA;6672101.662;25496087;1;2007
JK;6671909.615;25493347.92;2;2007
MA;6672402.107;25496524.21;1;2007
MP;6677287.968;25505784.87;2;2007
MA;6680219.909;25493696.51;1;2007
MA;6673348.998;25495540.86;1;2007
PP;6674507.263;25500378.19;2;2007
PP;6680077.853;25493961.99;1;2007
MP;6672309.417;25492043.92;2;2007
MA;6684275.4;25502761.02;1;2007
MA;6679750.918;25496183.44;1;2007
MA;6683523.221;25498185.56;1;2007
MA;6677947.635;25493574.25;2;2007
MA;6677863.067;25497750.72;1;2007
MA;6674132.033;25496019.49;1;2007
MA;6677300.538;25504152.31;1;2007
MA;6674263.906;25497432.48;2;2007
MA;6678078.543;25493072.94;1;2007
MA;6685469.448;25502140.39;1;2007
MA;6672418.148;25495137.76;1;2007
MA;6673084.167;25496774.74;1;2007
MA;6675245.328;25498018.18;1;2007
MA;6685410.689;25501588.78;1;2007
MA;6673080.439;25496948.97;1;2007
MA;6674353.288;25495989.77;1;2007
MA;6675099.752;25498266.76;2;2007
MA;6675221.068;25495335.04;1;2007
MA;6674348.864;25495975.89;1;2007
MA;6679767.098;25496321.05;1;2007
MA;6675718.107;25496579.86;1;2007
MA;6672999.739;25495903.69;1;2007
PP;6676755.304;25495968.02;1;2007
MA;6671594.683;25493654.66;2;2007
MA;6680982.92;25500875.43;1;2007
PP;6672069.602;25494004.53;2;2007
MA;6675383.094;25494671.67;1;2007
MA;6684316.733;25500296.01;1;2007
MP;6685756.08;25500702.68;1;2007
MA;6678964.271;25504434.12;2;2007
MA;6679742.013;25502987.53;1;2007
MA;6674778.12;25499376.28;1;2007
MA;6676381.144;25496962.05;2;2007
MA;6684175.114;25504040.98;1;2007
MA;6677538.463;25505002.71;1;2007
MA;6674143.214;25495827.02;1;2007
MA;6672722.736;25496240.31;2;2007
MA;6672437;25497312.71;1;2007
MP;6676073.757;25494578.69;1;2007
MA;6677633.657;25505204.98;1;2007
MA;6675368.304;25496759.57;1;2007
MA;6672115.139;25496531.9;1;2007
MA;6677529.071;25504989.99;1;2007
MA;6675657.093;25494797.46;1;2007
MA;6676596.037;25497977.25;1;2007
MA;6677193.596;25494415.67;1;2007
MP;6673197.651;25497547.85;1;2007
MA;6672757.148;25496781.64;1;2007
JK;6672877.117;25497273.36;2;2007
PP;6677311.356;25493810.68;1;2007
MA;6674410.367;25495891.97;1;2007
MA;6672477.703;25495881.48;1;2007
MA;6674944.788;25497577.97;1;2007
MA;6677936.033;25508148.96;1;2007
MA;6676702.807;25502557.26;1;2007
MA;6679936.338;25499791.36;1;2007
JK;6672753.294;25497480.25;2;2007
MA;6674843.387;25497302.85;1;2007
MA;6673109.406;25496517.8;1;2007
MA;6674388.857;25495677.48;1;2007
MA;6680157.741;25496432.29;1;2007
MA;6675816.539;25497549.55;1;2007
MA;6672395.244;25495141.46;1;2007
MA;6681004.931;25499719.94;2;2007
MA;6685176.781;25500904.38;1;2007
MA;6673902.48;25495709.22;1;2007
MA;6672396.621;25496706.51;1;2007
MA;6673408.524;25496316.6;1;2007
MA;6673701.824;25496187.63;1;2007
MA;6678127.837;25493543.77;1;2007
MA;6674626.442;25495328.04;1;2007
MA;6677386.251;25494465.87;1;2007
MA;6682127.776;25493417.51;1;2007
PP;6681773.87;25500393.12;2;2007
MP;6675701.872;25493864.46;1;2007
MA;6672392.275;25495142.55;1;2007
PP;6681046.529;25499837.76;2;2007
JK;6673165.664;25496822.31;2;2007
MA;6673600.846;25496223.71;1;2007
MA;6673174.335;25496051.51;1;2007
MP;6683120.003;25504755.46;2;2007
MA;6677278.573;25504187;1;2007
MA;6677110.832;25496109.35;1;2007
PP;6677029.62;25502906.62;1;2007
MA;6678016.298;25502476.43;1;2007
MA;6677972.286;25504755.4;1;2007
PP;6675266.563;25498950.19;2;2007
MA;6683932.2;25499957.42;1;2007
MA;6684399.678;25504153.25;1;2007
PP;6683664.861;25499919.49;1;2007
MA;6677945.321;25504724.19;1;2007
MA;6672778.773;25497495.49;1;2007
MA;6683901.666;25501689.58;1;2007
MA;6672407.451;25495346.23;1;2007
MA;6673265.742;25495699.49;1;2007
MA;6674419.876;25496668.23;2;2007
MA;6685939.711;25500785.17;1;2007
MA;6680877.884;25501140.8;1;2007
MA;6672215.157;25495671.28;1;2007
MA;6682398.959;25504540.15;1;2007
MA;6672416.55;25497364.36;1;2007
MA;6672626.395;25496132.15;1;2007
MA;6677382.251;25494465.99;2;2007
MP;6672909.863;25497693.66;1;2007
MA;6675231.368;25495608.92;1;2007
MA;6675695.831;25501690.14;1;2007
MA;6673410.857;25496327.54;1;2007
MA;6680977.433;25495908.1;1;2007
MA;6676666.416;25498054.17;1;2007
JK;6675821.145;25496975.01;2;2007
MA;6681226.209;25501374.41;1;2007
MA;6671978.733;25497545.74;1;2007
MA;6679142.614;25506488.21;1;2007
MA;6675197.945;25497874.51;1;2007
MA;6681318.018;25497635.99;1;2007
MA;6680990.709;25501132.38;1;2007
MA;6676221.663;25497874.52;2;2007
MA;6675222.006;25495531.15;1;2007
MA;6676046.454;25503353.71;1;2007
MA;6675732.5;25494677.1;2;2007
MA;6677285.449;25503819.52;1;2007
JK;6672021.856;25493947.93;2;2007
PP;6682216.947;25503454.89;2;2007
JK;6679052.132;25504394.43;2;2007
MP;6684539.371;25499717.85;2;2007
MA;6679391.97;25500122.09;2;2007
JK;6673438.124;25496302.7;2;2007
PP;6677157.593;25502275.29;2;2007
MA;6681788.753;25500851;1;2007
MA;6677981.375;25504758.12;1;2007
MA;6681198.276;25501410.29;1;2007
PP;6675916.854;25493594.76;2;2007
PP;6683483.892;25499528.7;2;2007
MA;6672434.577;25497298.77;1;2007
MA;6671950.364;25493338.68;1;2007
MA;6677974.285;25504722.31;1;2007
MA;6672531.112;25496191.08;1;2007
MA;6674828.447;25498229.95;1;2007
MA;6673103.135;25496508.98;1;2007
MA;6670948.443;25495313.37;1;2007
MA;6677617.054;25505185.47;2;2007
PP;6675721.793;25502943.25;1;2007
PP;6676655.001;25507584.34;2;2007
MA;6678948.305;25504501.65;2;2007
MA;6674125.964;25497701.85;1;2007
PP;6683805.644;25499612.01;2;2007
MA;6671336.576;25497092.86;1;2007
MA;6684115.974;25504004.74;1;2007
MA;6672785.281;25498073.7;1;2007
MA;6676835.476;25501849.74;1;2007
MA;6685624.857;25501589.29;1;2007
PP;6673738.2;25497751.62;2;2007
PP;6672108.033;25492597.39;2;2007
MA;6676321.066;25494484.14;1;2007
PP;6676565.135;25498179.33;2;2007
MA;6674530.936;25497889.72;1;2007
MA;6673656.433;25497265.76;1;2007
MA;6673308.734;25495533.08;1;2007
MA;6675798.668;25493987.62;1;2007
MA;6675716.353;25494705.6;2;2007
PP;6677168.077;25503116.57;2;2007
PP;6679122.981;25498213.89;2;2007
MA;6672973.29;25495955.53;1;2007
MA;6680433.509;25492093.93;2;2007
MA;6672440.506;25495116.07;1;2007
PP;6675502.816;25498787.93;2;2007
JK;6674848.326;25497036.51;2;2007
MA;6673490.742;25497213.74;1;2007
MA;6673571.69;25497672.61;1;2007
MA;6674655.618;25495333.16;1;2007
MA;6681614.676;25499334.2;1;2007
MA;6673603.396;25495515.14;1;2007
MA;6671970.394;25495618.65;1;2007
MA;6671954.267;25496440.71;1;2007
MA;6673173.393;25496449.81;1;2007
MA;6672361.361;25496236.25;1;2007
MP;6675223.794;25495358.97;1;2007
MP;6683556.236;25499340.37;2;2007
MA;6675716.444;25494048.15;2;2007
MP;6676667.898;25495956.66;2;2007
PP;6675482.162;25495001.9;1;2007
MA;6681720.659;25499694.24;1;2007
MA;6673500.769;25497247.46;1;2007
PP;6684482.473;25499656.53;2;2007
MP;6671991.769;25496786.82;1;2007
MA;6680791.075;25493094.79;1;2007
MA;6675414.687;25497431.64;2;2007
MA;6671321.13;25496682.04;1;2007
MA;6672709.137;25495824.43;1;2007
MA;6675547.966;25494762.74;1;2007
PP;6676827.903;25502656.55;1;2007
MA;6671805.264;25496807.48;1;2007
MA;6681751.897;25499833.39;1;2007
MA;6679541.904;25506851.38;1;2007
MA;6678442.12;25508106.6;1;2007
MA;6677736.788;25496885.94;2;2007
MP;6676205.757;25501741.73;2;2007
MA;6675209.494;25495349.4;2;2007
MA;6672670.262;25496357.98;1;2007
MP;6672713.485;25497355.37;1;2007
MP;6675021.708;25498366.2;1;2007
MA;6673505.405;25497235.31;1;2007
MA;6682116.514;25503508.97;2;2007
PP;6672478.15;25496622.98;2;2007
MA;6680085.104;25492088.48;1;2007
MA;6672435.381;25495607.57;1;2007
MA;6672773.079;25497241.48;1;2007
PP;6675378.483;25497128.52;2;2007
MA;6676190.246;25497068.9;1;2007
MA;6672774.659;25496765.1;1;2007
MP;6677701.949;25497486.41;2;2007
MA;6672061.339;25495978.15;1;2007
