LAJI;pohj_etrs;ita_etrs;VAKAV_A;VV
MA;6674648.218;25497004.55;1;2000
PP;6680671.397;25505189.96;2;2000
MA;6672022.589;25496086.4;1;2000
MA;6672585.097;25496552.69;1;2000
MA;6679208.448;25498227.31;1;2000
MA;6673069.351;25496946.31;1;2000
MA;6676216.574;25498367.02;1;2000
MA;6673269.074;25495743.42;1;2000
MA;6674022.514;25495740.61;1;2000
MA;6675466.129;25498039.51;1;2000
MA;6677667.456;25493409.62;1;2000
MA;6672705.004;25497141.47;1;2000
MA;6674401.949;25494953.58;1;2000
PP;6674448.302;25495030.23;2;2000
MA;6673044.489;25495630.14;1;2000
MA;6685462.387;25502072.55;2;2000
MA;6675221.886;25495428.08;1;2000
MA;6680995.681;25501395.41;1;2000
PP;6680652.031;25499368.38;2;2000
PP;6680983.786;25492882.8;2;2000
MA;6674075.172;25495166.62;1;2000
MA;6673085.106;25496772.71;1;2000
MA;6677162.38;25502367.21;1;2000
MA;6675889.19;25497767.51;1;2000
MA;6675511.278;25494377.59;1;2000
MP;6675368.581;25495183.47;2;2000
MA;6674484.433;25497675.98;1;2000
MA;6677680.927;25498311.63;2;2000
MA;6678951.031;25504426.52;2;2000
MA;6677230.831;25494422.55;1;2000
MA;6680388.44;25493116;1;2000
MA;6680649.402;25502549.73;1;2000
MA;6675016.992;25495337.22;1;2000
MA;6676530.536;25497962.22;1;2000
MA;6674922.792;25497776.78;1;2000
MA;6675527.968;25496117.29;1;2000
MA;6677118.739;25496040.06;2;2000
MA;6681080.909;25492389.52;1;2000
JK;6672707.495;25496463.93;1;2000
MA;6672435.576;25497298.74;1;2000
MA;6675051.581;25498328.26;1;2000
JK;6682092.835;25500450.5;2;2000
MA;6672929.658;25496497.22;1;2000
MA;6675507.098;25493414.05;1;2000
MA;6676510.386;25493466.7;1;2000
MA;6675288.745;25497172.27;1;2000
MP;6675831.112;25497502.08;1;2000
MA;6676487.966;25493486.4;1;2000
MA;6673414.074;25495508.87;1;2000
JK;6682072.294;25500466.13;1;2000
PP;6678479.329;25497877.14;2;2000
MA;6674358.743;25495707.41;1;2000
MA;6673145.34;25496217.5;1;2000
PP;6681068.762;25501825.5;1;2000
MA;6677733.139;25493694.83;1;2000
PP;6673425.816;25497217.71;1;2000
PP;6672752.096;25502263.67;2;2000
JK;6674979.78;25497841.1;2;2000
MA;6672443.773;25498560.38;1;2000
MA;6675397.727;25494593.17;1;2000
MA;6676601.312;25502477.28;1;2000
MA;6682061.123;25493298.45;1;2000
MA;6676808.259;25494413.34;1;2000
MA;6677936.911;25493649.63;1;2000
MA;6675610.978;25497205.54;1;2000
MA;6677266.126;25494398.46;1;2000
MP;6672354.244;25496034.32;1;2000
MA;6672266.358;25495643.71;1;2000
MA;6677308.113;25504798.54;1;2000
MA;6674742.62;25497411.98;1;2000
MA;6671314.195;25496420.07;1;2000
MA;6672391.061;25495300.7;1;2000
MA;6672603.608;25496536.12;1;2000
MP;6681622.817;25500857.03;1;2000
MA;6672999.071;25496046.81;1;2000
MA;6675313.012;25497609.84;1;2000
MA;6678935.459;25504507.05;1;2000
MA;6674475.041;25497663.25;1;2000
MA;6673436.177;25497394.52;1;2000
MA;6675827.203;25497538.22;1;2000
MA;6675509.613;25493430.98;2;2000
MA;6674822.169;25499872.3;1;2000
JK;6679375.635;25495984.67;2;2000
MA;6684110.549;25499568.74;1;2000
MA;6671922.518;25493608.71;1;2000
MA;6673052.598;25496822.73;1;2000
MA;6674717.562;25498170.27;1;2000
JK;6680705.204;25504753.62;2;2000
MA;6671372.878;25496507.36;2;2000
MA;6679790.737;25507071;1;2000
PP;6679352.333;25491914.56;2;2000
MP;6673569.142;25502146.85;1;2000
MA;6674733.237;25495351.82;1;2000
MA;6686062.241;25501162.72;2;2000
PP;6677875.254;25507431.28;2;2000
MA;6671904.792;25496525.27;1;2000
MA;6672195.979;25495698.88;2;2000
MA;6672736.899;25497930.06;1;2000
MA;6671951.841;25496591.89;1;2000
PP;6671910.139;25497791.99;2;2000
MA;6678823.135;25498027.84;1;2000
MA;6671293.108;25496549.8;1;2000
MA;6678315.274;25492695.51;1;2000
MA;6675513.392;25497815.92;1;2000
MA;6677730.978;25498807.46;1;2000
MA;6671325.392;25497384.41;1;2000
MA;6673282.612;25496388.46;1;2000
MA;6678958.397;25492420.84;1;2000
MA;6675378.398;25494813.91;1;2000
MA;6683828.748;25500505.94;1;2000
MA;6674740.537;25495592.77;1;2000
MA;6674709.002;25494915.25;1;2000
MA;6683392.719;25503782.5;1;2000
PP;6680549.623;25493712.53;1;2000
MA;6680633.452;25493671.96;1;2000
MA;6672663.127;25494768.09;1;2000
MA;6677182.487;25498209.65;1;2000
MA;6673119.773;25495836.01;1;2000
MA;6672992.633;25497750.19;1;2000
MA;6676481.061;25496957.02;2;2000
MA;6682598.169;25503156.12;1;2000
MA;6672370.659;25496510.15;1;2000
MA;6678458.598;25507395.58;1;2000
MA;6677209.654;25494384.16;1;2000
MA;6677948.785;25493282.01;2;2000
MA;6675844.688;25494515.59;1;2000
MA;6676296.465;25493540.23;2;2000
MA;6673319.756;25496359.32;1;2000
MA;6675660.958;25501860.31;1;2000
MA;6672781.668;25495609.08;2;2000
MA;6673056.63;25496559.42;1;2000
MA;6672357.928;25497113.96;1;2000
MA;6674936.948;25495568.8;1;2000
MA;6678525.988;25493407.62;2;2000
PP;6681174.7;25491951.38;2;2000
MA;6676789.793;25508036.59;1;2000
MA;6677476.632;25496919.84;1;2000
MA;6674899.176;25501687.26;1;2000
MP;6681768.463;25499422.6;1;2000
PP;6674636.164;25496243.38;2;2000
MA;6672400.004;25494836.1;1;2000
JK;6673115.466;25496453.57;2;2000
MP;6675610.939;25501530.59;1;2000
MA;6685252.394;25500592.86;1;2000
MA;6685025.419;25502215.9;1;2000
PP;6673003.524;25496061.68;1;2000
MA;6672334.301;25496730.41;1;2000
MA;6674691.477;25498135.03;1;2000
MA;6682632.05;25496550.41;1;2000
MA;6680554.034;25505940.06;1;2000
MA;6671766.072;25493333.25;1;2000
PP;6673899.108;25497216.38;2;2000
MP;6671281.075;25496912.42;2;2000
MA;6674940;25497981.4;1;2000
JK;6676104.205;25493602.1;2;2000
MA;6680318.677;25493884.65;1;2000
MP;6671461.91;25497233.17;2;2000
MA;6671057.772;25493868.06;1;2000
MA;6673616.584;25502523.68;1;2000
MA;6672694.859;25496707.48;1;2000
MA;6671956.168;25497032.07;1;2000
MA;6676784.087;25497248.04;1;2000
PP;6675948.271;25494268.28;1;2000
MA;6674599.591;25497315.24;1;2000
MA;6675354.249;25495767.31;2;2000
PP;6676157.92;25493096.12;2;2000
MA;6678284.989;25506223.99;1;2000
MA;6677515.189;25493833.53;1;2000
MA;6677033.33;25494410.52;1;2000
MA;6677485.515;25498698.82;1;2000
MA;6674712.211;25495285.41;2;2000
MA;6677527.434;25504836.93;1;2000
MA;6675493.487;25497852.55;1;2000
MA;6675804.996;25497564.91;1;2000
MP;6674197.053;25495325.04;1;2000
PP;6672875.436;25495599.24;2;2000
MA;6671728.753;25497882.55;1;2000
MA;6677337.688;25495306.92;1;2000
MA;6678389.471;25492964.45;1;2000
MA;6676826.028;25506524.39;1;2000
MA;6673170.819;25496265.76;1;2000
PP;6679983.942;25500668.54;1;2000
PP;6682384.05;25504411.51;2;2000
MA;6672365.03;25495927.92;1;2000
MA;6671272.049;25496713.55;1;2000
MA;6675418.594;25497857.82;1;2000
MA;6682893.438;25504577.2;1;2000
MA;6673493.378;25497234.67;1;2000
JK;6672534.684;25496474.16;2;2000
MA;6675027.171;25495475.01;1;2000
MA;6673078.684;25496725.87;1;2000
MA;6672843.787;25497659.64;1;2000
PP;6675294.984;25497873.58;2;2000
JK;6675636.795;25494160.64;2;2000
MA;6674132.61;25495840.35;1;2000
MA;6672927.927;25496968.61;1;2000
PP;6683530.003;25499498.28;2;2000
MA;6680138.457;25492230.96;1;2000
MA;6678437.357;25495997.1;2;2000
MA;6677713.374;25498325.66;1;2000
MA;6678967.149;25504496.08;1;2000
MA;6675700.841;25494556.97;1;2000
MP;6674603.597;25495763.03;2;2000
MA;6674941.755;25498633.8;1;2000
JK;6678829.323;25499156.44;3;2000
MA;6673041.669;25495900.42;1;2000
MA;6678941.336;25504502.87;1;2000
MA;6676673.744;25494399.4;1;2000
MA;6679815.491;25497356.31;2;2000
MA;6671961.233;25496604.61;1;2000
PP;6682760.422;25500388.23;1;2000
MA;6674887.385;25495221.06;1;2000
MA;6676192.155;25497098.87;1;2000
MA;6679096.532;25494303.96;1;2000
MA;6671910.68;25495629.47;1;2000
MA;6675099.511;25497994.58;1;2000
PP;6678395.588;25492605.01;2;2000
MA;6673666.712;25495920.51;1;2000
JK;6672345.393;25496435.87;2;2000
JK;6673599.452;25496243.77;2;2000
MA;6677337.168;25504733.62;1;2000
MA;6672116.235;25496039.53;1;2000
MA;6682698.972;25499912.75;1;2000
MA;6677929.87;25504775.7;1;2000
MA;6673475.03;25495572.07;1;2000
MA;6673122.188;25496939.7;1;2000
JK;6673216.718;25496261.37;2;2000
MA;6677504.735;25502502.94;1;2000
MA;6672011.323;25493071.65;1;2000
MA;6679092.485;25492057.53;1;2000
MA;6675507.189;25493417.05;1;2000
MA;6674848.852;25501842.89;1;2000
MA;6674642.947;25496962.68;1;2000
MA;6675729.38;25494508.07;1;2000
MA;6680510.154;25502247.73;1;2000
MA;6672011.438;25496246.85;1;2000
MA;6681048.334;25501151.64;1;2000
MA;6673173.472;25497806.76;1;2000
MA;6680348.546;25501901.38;2;2000
MA;6677014.251;25497941.56;1;2000
MA;6676852.509;25508322.9;2;2000
MA;6675076.466;25503608.26;1;2000
PP;6674707.941;25494913.28;2;2000
MA;6674976.752;25497377.86;1;2000
JK;6676331.79;25493219.94;2;2000
JK;6676112.96;25497160.31;3;2000
MA;6671970.573;25493246;2;2000
PP;6672993.851;25497030.65;1;2000
MP;6672770.904;25496641.13;1;2000
MA;6673403.528;25495986.52;1;2000
MA;6677626.05;25504359.6;1;2000
MA;6674045.801;25497467.11;1;2000
JK;6677554.725;25493817.32;2;2000
MA;6672433.806;25495588.6;1;2000
MA;6675740.465;25497614.9;1;2000
MA;6674055.346;25497253.67;1;2000
JK;6678043.875;25497410.01;2;2000
MA;6672005.093;25497358.81;1;2000
MA;6685809.741;25500888.18;1;2000
MA;6671787.72;25497021.16;1;2000
MA;6681092.058;25501636.66;2;2000
MA;6673113.169;25495849.22;1;2000
MA;6679786.557;25507197.22;1;2000
MA;6672787.371;25498109.66;1;2000
MP;6676714.49;25493069.25;2;2000
MA;6680072.05;25492384.08;1;2000
MA;6675018.415;25495582.35;1;2000
MA;6683233.029;25504093.56;1;2000
MA;6672112.35;25496704.11;1;2000
MA;6681015.11;25499659.59;2;2000
MA;6675752.648;25494681.49;1;2000
MA;6671753.969;25497162.28;1;2000
MA;6675257.447;25497691.58;1;2000
MA;6673114.193;25496576.69;1;2000
MA;6675775.097;25494596.75;1;2000
MA;6671855.341;25497139.19;2;2000
MA;6677747.24;25504825.26;1;2000
MA;6676107.477;25493214.73;1;2000
MA;6674974.326;25497892.3;1;2000
MA;6682432.591;25495483.71;1;2000
MA;6673194.318;25497602.99;1;2000
MA;6673496.437;25497236.58;2;2000
MA;6680072.652;25500755.92;1;2000
MA;6681485.431;25497183.6;2;2000
MA;6680977.736;25495918.09;1;2000
MA;6676047.156;25497102.26;1;2000
MA;6672524.295;25496197.29;1;2000
MA;6678168.287;25494383.13;1;2000
MA;6681380.048;25498559.76;2;2000
MA;6673407.046;25495508.08;2;2000
MP;6680803.669;25504766.65;1;2000
MA;6674333.141;25495985.38;1;2000
MA;6673040.935;25496668.97;1;2000
PP;6677725.232;25493731.09;2;2000
JK;6671221.591;25493263.69;2;2000
PP;6676164.25;25502254.36;1;2000
MA;6677288.054;25503806.44;1;2000
MA;6676228.056;25496698.5;2;2000
JK;6673800.075;25496127.61;2;2000
MA;6678116.348;25498216.38;1;2000
MA;6672616.363;25496527.73;1;2000
MA;6677316.935;25495414.63;1;2000
PP;6677524.823;25493656.11;2;2000
MA;6680452.381;25494499.02;1;2000
MA;6673186.813;25496628.53;1;2000
MA;6681244.415;25501182.73;1;2000
MA;6681824.777;25502996.44;1;2000
MA;6671740.244;25497171.7;1;2000
MA;6677379.826;25493890.67;1;2000
PP;6682107.818;25492000.14;1;2000
MA;6679580.76;25497964.85;1;2000
PP;6673075.957;25496801.01;1;2000
MA;6671736.164;25496376.27;1;2000
MA;6671747.061;25497165.49;1;2000
MA;6672305.604;25497368.72;1;2000
MA;6673806.892;25496121.4;1;2000
JK;6675612.756;25501920.82;2;2000
MA;6675636.487;25497717.12;2;2000
MA;6672397.999;25495331.51;1;2000
MA;6675124.589;25500209.38;1;2000
MA;6676211.454;25494532.49;1;2000
MA;6672778.298;25496422.75;1;2000
JK;6673790.052;25495433.44;2;2000
MA;6672805.198;25496749.17;1;2000
MA;6678912.129;25504430.7;1;2000
JK;6675728.763;25501720.16;2;2000
MA;6674343.957;25495946.02;1;2000
MP;6671325.981;25496379.69;2;2000
MA;6672361.623;25497301.98;1;2000
MA;6680230.624;25492828.58;1;2000
MA;6675178.737;25497603.91;1;2000
PP;6672952.017;25496508.56;1;2000
MA;6672216.072;25495139.88;1;2000
MA;6675644.416;25502007.92;1;2000
MA;6677129.851;25493500.97;1;2000
MA;6677055.422;25497120.74;2;2000
MA;6678634.888;25495745.94;1;2000
PP;6679797.166;25500977.42;2;2000
PP;6675123.089;25495536.15;2;2000
MA;6679966.075;25501432.63;1;2000
MA;6673941.429;25497655.4;2;2000
MA;6673660.058;25502769.54;1;2000
MA;6674464.51;25495036.74;1;2000
PP;6683557.513;25499547.48;2;2000
MA;6678171.83;25494169.87;1;2000
MA;6672283.884;25497114.2;1;2000
PP;6676146.256;25496773.03;1;2000
MA;6679527.546;25503571.44;1;2000
PP;6682173.502;25499612.46;1;2000
MA;6672275.855;25497113.45;1;2000
MA;6673486.567;25496382.28;1;2000
MA;6672647.383;25496891.04;1;2000
MA;6672733.602;25497358.76;1;2000
MA;6674884.95;25498278.27;1;2000
MA;6677818.801;25504809.09;1;2000
MA;6673214.682;25496953.91;1;2000
MP;6675145.955;25498008.18;2;2000
MA;6680350.342;25494401.04;1;2000
MA;6678985.361;25492419.02;1;2000
MA;6676162.737;25496392.26;1;2000
MA;6675986.323;25493608.67;1;2000
MA;6672948.45;25495598.03;1;2000
MA;6673089.686;25496197.17;1;2000
MA;6674195.224;25497444.57;1;2000
MA;6675960.783;25493591.43;1;2000
MA;6675287.567;25495680.27;1;2000
MA;6681949.332;25497334.65;1;2000
MA;6675593.003;25501962.45;1;2000
PP;6672219.702;25495656.13;1;2000
MP;6675529.73;25493335.31;2;2000
MA;6674607.952;25497459.09;1;2000
MA;6672373.865;25497078.45;1;2000
MP;6685726.018;25501559.2;2;2000
MA;6672120.416;25496045.41;1;2000
MA;6679226.65;25501270.91;1;2000
JK;6671036.564;25496075.23;2;2000
MA;6674326.953;25497267.46;1;2000
MA;6676392.99;25498211.56;1;2000
MA;6672019.382;25493040.38;1;2000
MA;6675018.557;25498361.29;2;2000
MA;6671431.431;25492559.85;1;2000
MA;6674841.713;25499196.23;1;2000
MA;6674623.534;25495331.13;1;2000
MA;6679383.126;25500556.66;1;2000
MA;6678665.763;25496302.4;1;2000
JK;6671841.745;25493915.36;2;2000
MP;6671019.424;25493361.87;1;2000
MP;6677753.487;25498361.47;2;2000
MA;6681190.764;25496937.35;1;2000
MA;6672691.426;25494513.06;1;2000
PP;6672822.658;25495706.91;1;2000
MA;6679378.187;25504223.43;2;2000
MA;6675505.173;25501540.8;1;2000
MA;6680311.595;25494509.29;1;2000
MA;6672727.659;25497889.31;1;2000
PP;6672075.094;25493227.83;1;2000
MA;6675378.059;25497246.62;1;2000
MA;6679790.858;25507075;2;2000
PP;6678720.428;25497775.77;2;2000
PP;6677385.946;25494026.57;1;2000
MA;6679462.468;25492939.93;2;2000
MA;6675283.32;25497851.91;1;2000
MA;6678488.332;25498801.52;1;2000
JK;6680565.35;25493967.23;2;2000
MA;6675211.186;25497089.56;2;2000
MA;6681350.461;25497319.78;1;2000
MA;6674088.127;25497212.65;2;2000
PP;6677532.382;25497900.84;1;2000
JK;6678012.208;25502473.55;2;2000
MA;6678526.164;25502360.9;2;2000
JK;6672766.605;25496301.02;1;2000
MA;6675361.219;25495204.71;1;2000
PP;6675418.979;25501305.25;1;2000
JK;6673098.136;25496509.13;2;2000
MA;6672702.157;25497113.54;1;2000
MA;6677073.732;25502942.31;1;2000
MA;6675099.872;25498766.11;1;2000
MA;6675193.278;25498017.76;1;2000
PP;6674759.438;25496645.93;1;2000
MA;6674133.519;25495837.32;1;2000
MA;6673911.62;25497233.01;1;2000
MA;6672399.241;25495339.47;1;2000
MA;6679726.805;25503047.03;1;2000
MA;6672693.22;25496983.72;1;2000
MP;6684663.387;25500243.46;1;2000
PP;6675133.981;25500321.18;1;2000
MA;6672962.383;25495958.86;1;2000
MA;6672267.223;25496960.6;1;2000
MA;6681333.718;25491552.29;1;2000
MA;6672549.834;25496313.59;1;2000
PP;6672705.456;25497354.61;1;2000
MA;6680776.644;25497108.02;2;2000
MA;6674904.411;25495254.57;1;2000
JK;6684161.005;25503047.69;1;2000
MA;6672254.771;25496912.94;1;2000
MA;6680889.648;25501825.93;2;2000
MA;6679524.497;25497792.43;2;2000
MA;6676850.189;25494410.07;1;2000
MA;6675567.931;25494893.23;1;2000
MA;6673780.587;25497234.98;1;2000
MP;6675450.165;25497017.28;2;2000
MA;6672851.979;25496377.49;1;2000
MA;6676283.044;25497027.06;2;2000
MA;6674948.102;25494120.46;1;2000
MA;6682658.508;25500624.49;1;2000
MA;6673923.203;25495699.59;1;2000
MA;6674925.005;25497453.48;1;2000
MP;6678030.245;25498049.87;2;2000
JK;6672988.82;25497293.99;2;2000
MA;6678843.609;25497151.6;1;2000
PP;6674770.498;25496185.27;2;2000
MA;6681796.815;25491049.91;1;2000
PP;6672965.427;25497710.99;1;2000
MA;6673030.4;25495759.66;1;2000
MA;6672844.408;25496094.52;1;2000
MA;6675551.512;25494219.26;1;2000
MA;6670503.504;25495788.17;1;2000
MA;6678298.766;25493240.38;1;2000
MA;6672761.972;25495982.94;1;2000
MP;6678646.798;25496303.97;1;2000
JK;6672879.37;25496026.42;1;2000
MA;6672600.212;25496820.42;1;2000
MA;6680176.278;25498859.44;1;2000
MA;6677984.517;25502550.44;1;2000
MA;6677048.545;25497124.95;1;2000
MA;6674850.901;25497154.52;1;2000
MA;6672217.9;25496951.09;1;2000
JK;6675369.241;25497913.35;2;2000
MA;6677757.739;25493482.94;2;2000
MA;6680589.399;25496047.95;2;2000
MA;6672243.798;25497475.67;2;2000
MA;6675112.689;25498132.28;1;2000
MA;6672433.776;25498494.64;1;2000
MP;6678717.222;25494071.28;2;2000
MP;6671830.629;25493746.58;2;2000
MA;6674842.046;25499207.23;1;2000
MA;6671499.661;25497091.93;1;2000
MA;6672010.959;25493059.65;1;2000
MA;6672749.362;25496755.86;1;2000
MA;6673870.479;25496998.09;1;2000
MA;6675433.984;25498398.74;1;2000
MA;6673293.549;25496386.13;1;2000
MA;6681726.696;25494117.15;2;2000
PP;6674621.381;25495854.56;1;2000
MA;6678039.4;25493135.17;1;2000
MA;6678834.016;25503207.19;1;2000
MA;6677253.432;25494441.88;1;2000
MA;6673406.699;25497181.26;1;2000
JK;6675008.933;25495467.55;2;2000
MA;6673992.57;25497592.81;2;2000
MA;6674006.506;25497590.39;1;2000
MA;6678711.573;25496592.21;1;2000
MA;6677126.615;25496002.8;1;2000
MA;6680082.444;25504479.29;2;2000
MA;6673028.155;25496048.93;1;2000
MA;6675643.52;25494811.88;1;2000
MA;6672501.056;25496421.15;1;2000
MA;6678774.378;25492358.37;2;2000
MA;6675611.339;25498769.63;1;2000
MA;6676601.672;25496974.38;1;2000
JK;6673543.283;25496272.49;2;2000
JK;6677900.364;25505585.18;1;2000
MA;6673531.836;25495498.3;1;2000
MA;6676150.618;25497115.13;1;2000
MA;6675989.804;25497917.57;1;2000
MA;6677123.707;25496005.89;1;2000
MA;6675165.951;25497842.46;1;2000
JK;6674478.678;25497419.97;1;2000
MA;6677263.827;25495577.35;1;2000
MA;6677332.906;25496965.23;1;2000
MA;6672251.46;25494887.63;1;2000
MA;6671570.204;25493639.39;1;2000
JK;6674859.687;25497114.22;1;2000
MA;6675259.407;25500992.86;1;2000
MA;6671921.086;25496964.08;1;2000
MA;6677339.529;25503721.82;2;2000
MA;6673441.189;25495545.07;1;2000
JK;6672094.658;25496648.61;2;2000
MA;6682351.854;25493877.04;1;2000
MA;6674567.15;25495947.27;1;2000
MA;6672336.15;25496626.28;1;2000
MA;6679548.725;25503708.9;1;2000
MA;6673838.461;25496106.44;1;2000
JK;6673069.989;25496703.12;1;2000
MA;6673740.304;25495674.11;1;2000
PP;6675026.777;25495594.1;1;2000
MA;6672254.362;25495511.98;1;2000
MA;6677596.298;25504368.51;1;2000
MA;6676387.626;25493609.52;1;2000
MA;6675165.891;25497807.44;1;2000
MA;6679699.979;25501633.83;1;2000
MA;6680982.715;25501462.85;1;2000
MP;6671458.123;25497240.29;1;2000
MA;6680500.887;25505375.26;1;2000
MA;6675590.802;25496341.55;1;2000
MA;6672989.664;25497751.29;1;2000
MA;6674717.174;25496770.3;1;2000
MA;6675786.781;25502379.88;1;2000
PP;6685502.331;25501376.85;2;2000
MA;6679712.081;25503089.51;2;2000
MA;6678271.506;25494321.96;1;2000
MA;6675907.58;25497746.94;1;2000
MA;6675916.275;25497736.67;1;2000
JK;6673042.483;25496356.71;2;2000
PP;6677747.049;25494483.95;1;2000
MA;6679793.858;25507074.91;1;2000
MA;6679461.744;25503843.63;2;2000
MA;6682583.329;25496296.71;1;2000
MA;6675219.87;25500943.02;1;2000
MP;6677116.739;25496073.15;1;2000
MA;6676471.339;25503207.74;1;2000
MA;6673355.421;25495521.65;1;2000
MA;6673004.735;25496167.72;1;2000
MA;6678242.688;25498885.02;1;2000
MA;6678146.948;25498235.46;2;2000
MP;6675295.59;25497860.55;2;2000
MA;6680045.867;25491751.44;1;2000
MA;6674528.786;25497719.67;2;2000
MA;6685876.3;25500773.08;2;2000
MA;6680059.898;25492082.24;1;2000
MA;6675887.16;25497469.36;2;2000
MA;6675221.037;25495466.13;1;2000
MA;6678246.354;25498906.93;2;2000
MA;6681044.678;25499578.64;1;2000
MA;6681086.688;25498686.73;2;2000
MA;6684128.019;25500474.85;1;2000
MA;6682095.357;25499015.41;1;2000
MA;6675555.352;25497813.65;1;2000
MA;6674289.12;25495919.66;1;2000
PP;6682140.858;25504542.98;1;2000
JK;6672873.006;25496245.76;2;2000
MA;6674756.772;25496557.95;1;2000
MA;6673164.006;25495809.65;1;2000
MA;6674044.812;25495815.99;2;2000
JK;6672989.644;25496561.45;2;2000
MA;6675191.643;25497897.72;2;2000
MA;6677920.884;25493649.11;1;2000
MA;6673487.469;25497237.85;1;2000
MA;6676606.913;25496949.2;1;2000
JK;6672892.026;25496939.67;2;2000
MA;6675965.115;25494526.95;1;2000
PP;6677315.334;25496880.7;1;2000
MA;6673112.587;25496556.73;1;2000
MA;6676733.56;25504694.87;1;2000
JK;6672751.032;25496282.48;1;2000
PP;6672465.395;25496631.37;1;2000
MA;6673471.107;25497490.53;1;2000
MA;6677267.217;25494698.64;1;2000
MA;6675988.926;25497096.02;1;2000
MA;6673164.667;25496459.08;1;2000
MA;6675379.813;25498691.58;1;2000
MA;6684746.894;25501974.17;1;2000
MA;6685102.206;25501580.12;2;2000
MA;6675267.567;25497563.19;1;2000
JK;6675952.57;25497910.69;2;2000
MA;6677818.376;25496870.46;2;2000
MA;6672593.373;25496066.1;1;2000
MA;6673098.767;25497091.52;1;2000
MA;6682671.33;25497482.88;1;2000
MA;6671331.265;25493151.29;2;2000
MA;6673004.605;25497220.46;1;2000
MA;6682691.153;25499720.86;1;2000
MA;6673694.618;25495553.41;1;2000
MA;6675238.451;25497791.23;1;2000
MA;6679909.618;25496896.13;1;2000
MA;6677274.633;25503759.81;2;2000
MA;6677749.367;25498357.59;1;2000
JK;6675051.306;25498715.54;2;2000
MA;6671944.387;25496709.2;1;2000
MA;6676510.57;25496378.72;1;2000
MA;6675441.292;25495073.19;1;2000
MA;6678990.299;25492416.87;1;2000
MA;6674298.201;25497474.48;2;2000
MA;6681327.537;25491546.47;2;2000
MA;6675966.415;25497839.22;1;2000
MA;6676632.904;25494405.64;1;2000
MA;6675365.945;25495195.56;1;2000
MA;6672976.404;25496619.89;1;2000
MA;6682696.446;25497519.14;1;2000
MA;6678661.249;25496285.52;1;2000
MA;6674374.347;25495297.65;2;2000
MA;6672973.743;25496036.57;1;2000
MA;6673610.203;25496895.9;2;2000
MA;6675381.972;25495063.98;1;2000
MA;6673040.394;25496122.61;1;2000
MA;6676902.554;25502709.32;1;2000
MA;6675489.189;25496059.43;1;2000
MA;6677282.359;25504014.76;1;2000
MA;6676228.117;25496667.47;2;2000
MA;6672757.723;25496833.66;1;2000
MA;6679396.574;25492944.93;1;2000
MA;6677624.567;25504938.06;1;2000
MA;6679016.7;25498141.05;1;2000
MA;6674521.583;25496193.82;1;2000
MA;6675693.527;25502109.51;1;2000
PP;6678974.762;25501247.52;2;2000
MA;6680298.507;25491865.86;1;2000
MA;6677861.492;25497698.73;1;2000
MA;6673146.792;25496463.63;1;2000
MA;6677393.852;25493693.1;1;2000
MA;6672655.536;25496499.52;1;2000
MA;6677086.378;25494410.91;1;2000
MA;6673636.784;25495329;1;2000
MP;6679560.507;25506837.8;2;2000
MA;6675956.994;25496867.82;1;2000
PP;6675172.284;25497721.18;1;2000
MA;6681217.001;25496977.59;1;2000
MA;6683678.726;25503940.95;1;2000
MA;6677258.673;25494548.79;1;2000
MA;6672485.813;25496809.88;1;2000
PP;6679114.831;25498209.13;2;2000
PP;6674249.768;25495479.55;1;2000
MA;6677741.443;25494365.04;1;2000
MA;6676986.277;25493254.14;1;2000
PP;6680530.554;25505957.78;2;2000
MA;6672691.922;25496478.41;1;2000
MA;6681623.397;25503318.77;1;2000
MA;6671266.057;25496185.36;2;2000
MA;6680977.152;25499958.95;1;2000
MA;6672921.044;25497600.26;1;2000
MA;6674501.705;25496891.91;1;2000
MA;6674113.372;25495766.88;1;2000
MA;6677327.877;25509710.52;1;2000
PP;6681253.069;25495856.71;2;2000
MA;6678653.342;25496321.78;2;2000
MA;6674285.455;25495930.78;1;2000
MA;6674190.327;25495334.25;1;2000
MA;6676068.425;25494468.78;1;2000
MA;6677281.605;25505541.88;1;2000
MA;6675491.034;25497342.27;1;2000
PP;6684451.6;25499628.45;2;2000
MA;6680512.628;25498665.11;1;2000
PP;6682524.025;25499060.45;1;2000
MA;6675783;25497664.65;1;2000
MA;6681744.029;25500432.06;1;2000
MA;6676929.131;25508605.78;1;2000
MA;6673097.072;25496969.49;1;2000
MA;6672651.026;25496053.35;1;2000
MA;6676553.497;25493469.4;2;2000
PP;6671823.829;25497420.34;2;2000
MA;6677191.627;25494416.73;1;2000
MA;6672425.747;25498559.92;1;2000
MA;6678801.951;25497031.78;1;2000
MA;6673129.027;25497793.1;1;2000
MA;6676777.536;25492805.16;1;2000
MA;6676859.593;25502678.6;1;2000
MA;6672986.544;25497747.38;1;2000
MA;6674015.474;25497589.12;1;2000
PP;6671612.137;25493404.96;1;2000
MA;6678807.919;25496997.58;1;2000
MA;6675608.798;25496374.02;1;2000
MA;6672316.4;25496403.72;2;2000
MA;6681521.114;25503278.84;2;2000
MA;6680792.184;25501977.99;1;2000
MA;6680259.102;25501129.54;1;2000
MA;6676187.095;25495875.16;1;2000
MA;6674694.598;25498138.94;1;2000
MA;6672447.736;25496246.64;1;2000
MA;6677951.724;25493279.92;1;2000
